society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Ce1,Gheg,xd528,gheg1238,Gheg Albanian,Indo-European,MonthlyMeanNetPrimaryProduction,1.377686512,,,,
SCCS48,Gheg,xd528,gheg1238,Gheg Albanian,Indo-European,MonthlyMeanNetPrimaryProduction,1.377686512,,,,
Nh24,Lipan Apache,xd1275,lipa1241,Lipan Apache,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,1.378112648,,,,
Ci9,Svan,xd585,svan1243,Svan,Kartvelian,MonthlyMeanNetPrimaryProduction,1.379841897,,,,
B151,Wukchumni,xd1124,tule1245,Tule-Kaweah Yokuts,Yokutsan,MonthlyMeanNetPrimaryProduction,1.381334112,,,,
SCCS118,Ainu,xd635,ainu1240,Hokkaido Ainu,Ainu,MonthlyMeanNetPrimaryProduction,1.381447628,,,,
Ad22,Sukuma,xd90,suku1261,Sukuma,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.381614377,,,,
Ch3,Czechs,xd567,czec1258,Czech,Indo-European,MonthlyMeanNetPrimaryProduction,1.38291749,,,,
Af9,Baule,xd243,baou1238,Baoulé,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.383887105,,,,
B268,Squamish,xd1072,squa1248,Squamish,Salishan,MonthlyMeanNetPrimaryProduction,1.384424407,,,,
WNAI16,Squamish,xd1072,squa1248,Squamish,Salishan,MonthlyMeanNetPrimaryProduction,1.384424407,,,,
Sc4,Guahibo,xd1347,guah1255,Guahibo,Guahiboan,MonthlyMeanNetPrimaryProduction,1.384727026,,,,
Ef4,Ho,xd666,hooo1248,Ho,Austroasiatic,MonthlyMeanNetPrimaryProduction,1.385804377,,,,
Eg8,Kol,xd684,mund1320,Mundari,Austroasiatic,MonthlyMeanNetPrimaryProduction,1.385804377,,,,
SCCS60,Madia,xd679,mari1414,Maria (India),Dravidian,MonthlyMeanNetPrimaryProduction,1.386669362,,,,
Nc26,Salinan,xd1125,sali1253,Salinan,,MonthlyMeanNetPrimaryProduction,1.386783597,,,,
B17,Paliyans,xd910,pali1274,Paliyan,Dravidian,MonthlyMeanNetPrimaryProduction,1.387055336,,,,
Ej11,Cham,xd718,east2563,Eastern Cham,Austronesian,MonthlyMeanNetPrimaryProduction,1.392153533,,,,
Nh11,San Ildefonso,xd1261,sani1273,San Ildefonso,Kiowa-Tanoan,MonthlyMeanNetPrimaryProduction,1.393972332,,,,
Nh26,Santa Clara,xd1277,sant1421,Santa Clara,Kiowa-Tanoan,MonthlyMeanNetPrimaryProduction,1.393972332,,,,
Nh7,Cochiti,xd1283,coch1273,Cochiti,Keresan,MonthlyMeanNetPrimaryProduction,1.393972332,,,,
Nh9,Picuris,xd1285,picu1248,Picuris Northern Tiwa,Kiowa-Tanoan,MonthlyMeanNetPrimaryProduction,1.393972332,,,,
WNAI165,Cochiti,xd1283,coch1273,Cochiti,Keresan,MonthlyMeanNetPrimaryProduction,1.393972332,,,,
WNAI169,Nambé Pueblo,xd1430,namb1296,Nambe,Kiowa-Tanoan,MonthlyMeanNetPrimaryProduction,1.393972332,,,,
B22,Ainu,xd635,ainu1240,Hokkaido Ainu,Ainu,MonthlyMeanNetPrimaryProduction,1.394739686,,,,
Af10,Igbo,xd187,nucl1417,Igbo,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.402025692,,,,
B62,Bambote,xd925,holo1240,Holoholo,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.402373319,,,,
Ce2,Portuguese,xd529,gali1257,Galician Portuguese,Indo-European,MonthlyMeanNetPrimaryProduction,1.404749259,,,,
Sj2,Sherente,xd1410,xere1240,Xerénte,Nuclear-Macro-Je,MonthlyMeanNetPrimaryProduction,1.405691989,,,,
Ac26,Yanzi,xd51,yans1239,Yansi,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.411662571,,,,
WNAI62,Yana,xd1109,yana1271,Yana,,MonthlyMeanNetPrimaryProduction,1.414603672,,,,
Af36,Ewe,xd215,aguu1242,Agu (Ewe),Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.415618824,,,,
B84,Gunwinygu,xd939,gunw1252,Bininj Kun-Wok,Gunwinyguan,MonthlyMeanNetPrimaryProduction,1.417039279,,,,
B87,Gidjingali,xd774,gunn1248,Gun-narda,Maningrida,MonthlyMeanNetPrimaryProduction,1.417039279,,,,
Id11,Gidjingali,xd774,gunn1248,Gun-narda,Maningrida,MonthlyMeanNetPrimaryProduction,1.417039279,,,,
B153,Nomlaki,xd1107,noml1242,Nomlaki,Wintuan,MonthlyMeanNetPrimaryProduction,1.421494147,,,,
Nb37,Lassik,xd1098,wail1244,Wailaki,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,1.421494147,,,,
Nc7,Yuki,xd1138,yuki1243,Yuki,Yuki-Wappo,MonthlyMeanNetPrimaryProduction,1.421494147,,,,
Eh8,Sakalava,xd694,saka1291,West Malagasy Sakalava,Austronesian,MonthlyMeanNetPrimaryProduction,1.423776524,,,,
Ce6,Spaniards,xd533,stan1288,Spanish,Indo-European,MonthlyMeanNetPrimaryProduction,1.423998991,,,,
SCCS176,Canela,xd1412,cane1242,Canela-Krahô,Nuclear-Macro-Je,MonthlyMeanNetPrimaryProduction,1.425630308,,,,
Na42,Potawatomi,xd1059,pota1247,Potawatomi,Algic,MonthlyMeanNetPrimaryProduction,1.428384387,,,,
B86,Burarra,xd941,gunn1247,Gun-narta,Maningrida,MonthlyMeanNetPrimaryProduction,1.429279891,,,,
B92,Nunggubuyu,xd944,nung1290,Wubuy,Gunwinyguan,MonthlyMeanNetPrimaryProduction,1.429639894,,,,
Ai7,Gbaya,xd381,nort2775,Northwest Gbaya,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.433207733,,,,
Ag6,Futajalonke,xd294,pula1262,Pular,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.43739998,,,,
B102,Lardil,xd951,lard1243,Lardil,Tangkic,MonthlyMeanNetPrimaryProduction,1.439424819,,,,
Ed4,Miao,xd647,horn1235,Horned Miao,Hmong-Mien,MonthlyMeanNetPrimaryProduction,1.443274457,,,,
Nd10,Nlaka'pamux,xd1142,thom1243,Thompson,Salishan,MonthlyMeanNetPrimaryProduction,1.443311512,,,,
Aj12,Lotuko,xd387,otuh1238,Otuho,Nilotic,MonthlyMeanNetPrimaryProduction,1.444460227,,,,
Af37,Buem,xd216,siwu1238,Siwu,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.446927629,,,,
Ch5,Bulgarians,xd569,bulg1262,Bulgarian,Indo-European,MonthlyMeanNetPrimaryProduction,1.44872461,,,,
Af6,Oyo Yoruba,xd240,ilaa1245,Ila (Yoruba),Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.450722579,,,,
Ce7,Greeks,xd534,mode1248,Modern Greek,Indo-European,MonthlyMeanNetPrimaryProduction,1.45542388,,,,
Ad14,Luguru,xd81,lugu1238,Luguru,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.455583004,,,,
Sd2,Tapirapé,xd1354,tapi1254,Tapirapé,Tupian,MonthlyMeanNetPrimaryProduction,1.457498971,,,,
SCCS35,Konso,xd415,kons1243,Konso,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,1.460993083,,,,
Eg3,Madia,xd679,mari1414,Maria (India),Dravidian,MonthlyMeanNetPrimaryProduction,1.461453447,,,,
Ab9,Ndebele,xd32,nort2795,Zimbabwean Ndebele,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.463679595,,,,
Af22,Itsekiri,xd200,isek1239,Isekiri,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.468502964,,,,
SCCS37,Amhara,xd455,amha1245,Amharic,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,1.468605896,,,,
Eg13,Muria Gond,xd676,west2408,Western Muria,Dravidian,MonthlyMeanNetPrimaryProduction,1.468642749,,,,
Na33,Northern Saulteaux,xd1049,alba1270,Albany River Ojibwa,Algic,MonthlyMeanNetPrimaryProduction,1.469108202,,,,
Ci4,Cherkess,xd580,kaba1278,Kabardian,Abkhaz-Adyge,MonthlyMeanNetPrimaryProduction,1.472171443,,,,
Nd13,Kalispel,xd1145,kali1309,Kalispel,Salishan,MonthlyMeanNetPrimaryProduction,1.474802372,,,,
SCCS139,Kutenai,xd1205,kute1249,Kutenai,,MonthlyMeanNetPrimaryProduction,1.474802372,,,,
WNAI170,Taos,xd1282,taos1236,Taos,Kiowa-Tanoan,MonthlyMeanNetPrimaryProduction,1.475172925,,,,
B179,Shasta,xd1093,shas1239,Shasta,Shastan,MonthlyMeanNetPrimaryProduction,1.477291255,,,,
Nb30,Takelma,xd1091,take1257,Takelma,,MonthlyMeanNetPrimaryProduction,1.477291255,,,,
Nb34,Karuk,xd1095,karo1304,Karok,,MonthlyMeanNetPrimaryProduction,1.477291255,,,,
WNAI45,Shasta (West),xd1093,shas1239,Shasta,Shastan,MonthlyMeanNetPrimaryProduction,1.477291255,,,,
SCCS49,Ancient Romans,xd530,lati1261,Latin,Indo-European,MonthlyMeanNetPrimaryProduction,1.478791996,,,,
B161,Chumash,xd1127,cruz1243,Cruzeño,Chumashan,MonthlyMeanNetPrimaryProduction,1.478964921,,,,
WNAI80,Salinan,xd1125,sali1253,Salinan,,MonthlyMeanNetPrimaryProduction,1.478964921,,,,
Af21,Ijaw,xd199,kala1381,Kalabari,Ijoid,MonthlyMeanNetPrimaryProduction,1.482939106,,,,
ch17,Gagauz,xd554,gaga1249,Gagauz,Turkic,MonthlyMeanNetPrimaryProduction,1.484940645,,,,
Ab20,Ngumbi,xd22,nkhu1238,Nkhumbi,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.491396986,,,,
Cf2,Boers,xd537,afri1274,Afrikaans,Indo-European,MonthlyMeanNetPrimaryProduction,1.492440711,,,,
Ei9,Mogh,xd715,rakh1245,Rakhine,Sino-Tibetan,MonthlyMeanNetPrimaryProduction,1.494489206,,,,
Af38,Abron,xd217,abro1238,Abron,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.495133399,,,,
Ne18,Piegan,xd1217,pieg1239,Piegan,Algic,MonthlyMeanNetPrimaryProduction,1.495565711,,,,
Ab8,Sotho,xd31,sout2807,Southern Sotho,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.495775692,,,,
B66,Mikea,xd928,masi1268,Masikoro Malagasy,Austronesian,MonthlyMeanNetPrimaryProduction,1.496133893,,,,
B346,Kaska,xd1056,kask1239,Kaska,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,1.496220356,,,,
WNAI98,Nlaka'pamux,xd1142,thom1243,Thompson,Salishan,MonthlyMeanNetPrimaryProduction,1.496807065,,,,
Ad36,Pare,xd105,asut1235,Asu (Tanzania),Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.499845603,,,,
Ai33,Madi,xd363,madi1260,Ma'di,Central Sudanic,MonthlyMeanNetPrimaryProduction,1.500783309,,,,
Aj15,Kuku,xd390,kuku1285,Kuku,Nilotic,MonthlyMeanNetPrimaryProduction,1.500783309,,,,
SCCS75,Ancient Khmer,xd722,oldk1249,Old Khmer,Austroasiatic,MonthlyMeanNetPrimaryProduction,1.506535203,,,,
Nb32,Shasta,xd1093,shas1239,Shasta,Shastan,MonthlyMeanNetPrimaryProduction,1.50885467,,,,
Nc11,Yana,xd1109,yana1271,Yana,,MonthlyMeanNetPrimaryProduction,1.50885467,,,,
Nc14,Wintu,xd1112,nucl1651,Nuclear Wintu,Wintuan,MonthlyMeanNetPrimaryProduction,1.50885467,,,,
Nb27,Stó:lō,xd1087,chil1281,Chiliwack,Salishan,MonthlyMeanNetPrimaryProduction,1.509208251,,,,
B97,Anindilyagwa,xd776,anin1240,Anindilyakwa,Gunwinyguan,MonthlyMeanNetPrimaryProduction,1.509793196,,,,
Na19,Dakelh,xd1035,carr1249,Carrier,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,1.510134634,,,,
Ac31,Buye,xd57,buyu1239,Buyu,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.512769147,,,,
B170,Lake Miwok,xd1120,lake1258,Lake Miwok,Miwok-Costanoan,MonthlyMeanNetPrimaryProduction,1.513451087,,,,
Af24,Edo,xd202,bini1246,Bini,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.517755682,,,,
Ca19,Banna,xd425,hame1242,Hamer-Banna,South Omotic,MonthlyMeanNetPrimaryProduction,1.519033319,,,,
Ca24,Dime,xd431,dime1235,Dime,South Omotic,MonthlyMeanNetPrimaryProduction,1.519033319,,,,
Ei14,Ao,xd701,aona1235,Ao Naga,Sino-Tibetan,MonthlyMeanNetPrimaryProduction,1.522894022,,,,
Ei2,Lhota,xd707,loth1237,Lotha Naga,Sino-Tibetan,MonthlyMeanNetPrimaryProduction,1.522894022,,,,
Na38,Katikitegon,xd1054,uppe1274,Upper Michigan-Wisconsin Chippewa,Algic,MonthlyMeanNetPrimaryProduction,1.523239872,,,,
Af19,Efik,xd196,efik1245,Efik,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.525819428,,,,
Af20,Ibibio,xd198,ibib1240,Ibibio,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.525819428,,,,
Nh17,Western Apache,xd1267,west2615,Western Apache,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,1.531092352,,,,
WNAI151,Western Apache (White Mountain),xd1267,west2615,Western Apache,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,1.531092352,,,,
Ac29,Luwa,xd54,sond1250,Sonde,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.534780026,,,,
Id2,"Yolngu, Dhuwal",xd777,dhuw1249,Dhuwal,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,1.538136117,,,,
SCCS127,Northern Saulteaux,xd1049,alba1270,Albany River Ojibwa,Algic,MonthlyMeanNetPrimaryProduction,1.539550395,,,,
ch16,Estonians,xd553,esto1258,Estonian,Uralic,MonthlyMeanNetPrimaryProduction,1.540408844,,,,
Nj13,Otomí,xd1299,mezq1235,Mezquital Otomi,Otomanguean,MonthlyMeanNetPrimaryProduction,1.543045949,,,,
B349,Dakelh,xd1035,carr1249,Carrier,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,1.546226532,,,,
B327,Eastern Ojibwa,xd1055,east2542,Eastern Ojibwa,Algic,MonthlyMeanNetPrimaryProduction,1.547172031,,,,
B331,Rainy River Ojibwe,xd1053,rain1239,Rainy River Ojibwa,Algic,MonthlyMeanNetPrimaryProduction,1.547172031,,,,
Ad38,Kara,xd107,kara1481,Kara (Tanzania),Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.547690581,,,,
B160,Wintu,xd1112,nucl1651,Nuclear Wintu,Wintuan,MonthlyMeanNetPrimaryProduction,1.547928202,,,,
WNAI48,Wintu (McCloud River),xd1112,nucl1651,Nuclear Wintu,Wintuan,MonthlyMeanNetPrimaryProduction,1.547928202,,,,
Aj13,Pojulu,xd388,poju1239,Pöjulu,Nilotic,MonthlyMeanNetPrimaryProduction,1.551987928,,,,
Aj14,Kakwa,xd389,kakw1240,Kakwa,Nilotic,MonthlyMeanNetPrimaryProduction,1.551987928,,,,
Ag43,Vagala,xd281,vagl1239,Vagla,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.55352,,,,
WNAI96,Shuswap,xd1143,shus1248,Shuswap,Salishan,MonthlyMeanNetPrimaryProduction,1.55579916,,,,
Na29,Beaver,xd1045,beav1236,Beaver,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,1.55600914,,,,
Id6,Wikmunkan,xd781,wikm1247,Wik-Mungkan,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,1.556818182,,,,
WNAI94,Dakelh (Lower Carrier),xd1035,carr1249,Carrier,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,1.558985919,,,,
Ac1,Ila,xd33,ilaa1246,Ila,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.559387352,,,,
Ad32,Giriama,xd101,giry1241,Giryama,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.559578032,,,,
Ng1,Huron,xd1244,wyan1247,Wyandot,Iroquoian,MonthlyMeanNetPrimaryProduction,1.561836092,,,,
Nd8,Chilcotin,xd1206,chil1280,Chilcotin,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,1.561981225,,,,
If14,Makin,xd829,bana1287,Banaban,Austronesian,MonthlyMeanNetPrimaryProduction,1.561990489,,,,
SCCS107,Makin,xd829,bana1287,Banaban,Austronesian,MonthlyMeanNetPrimaryProduction,1.561990489,,,,
B334,Pekangekum,xd1050,lacs1238,Lac Seul Ojibwa,Algic,MonthlyMeanNetPrimaryProduction,1.563920455,,,,
Na34,Pekangekum,xd1050,lacs1238,Lac Seul Ojibwa,Algic,MonthlyMeanNetPrimaryProduction,1.563920455,,,,
Ai45,Meban,xd376,maba1273,Mabaan,Nilotic,MonthlyMeanNetPrimaryProduction,1.564235425,,,,
Ef8,Kashmiri,xd670,kash1277,Kashmiri,Indo-European,MonthlyMeanNetPrimaryProduction,1.565513834,,,,
Eh7,Antandroy,xd693,tand1256,Tandroy Malagasy,Austronesian,MonthlyMeanNetPrimaryProduction,1.568801782,,,,
B48,Aimoré,xd1413,kren1239,Krenak,Nuclear-Macro-Je,MonthlyMeanNetPrimaryProduction,1.56999753,,,,
Cb21,Djafun,xd471,adam1253,Adamawa Fulfulde,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.571566159,,,,
Ec7,Ainu,xd635,ainu1240,Hokkaido Ainu,Ainu,MonthlyMeanNetPrimaryProduction,1.573628953,,,,
If13,Nauruans,xd828,naur1243,Nauru,Austronesian,MonthlyMeanNetPrimaryProduction,1.576581028,,,,
B88,"Yolngu, Dhuwal",xd777,dhuw1249,Dhuwal,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,1.583306571,,,,
Sj7,Apinaye,xd1415,apin1244,Apinayé,Nuclear-Macro-Je,MonthlyMeanNetPrimaryProduction,1.584608704,,,,
B340,Waswanipi Cree,xd1005,sout2978,Southern East Cree,Algic,MonthlyMeanNetPrimaryProduction,1.584955534,,,,
Ab7,Nyaneka,xd30,nyan1305,Nyaneka,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.586499506,,,,
ch27,Veps,xd565,veps1250,Veps,Uralic,MonthlyMeanNetPrimaryProduction,1.586530385,,,,
Ne16,Karankawa,xd1215,kara1289,Karankawa,,MonthlyMeanNetPrimaryProduction,1.587273036,,,,
WNAI70,Southern Miwok,xd1421,sout2985,Southern Sierra Miwok,Miwok-Costanoan,MonthlyMeanNetPrimaryProduction,1.589200804,,,,
B319,Wishram,xd1150,wasc1239,Wasco-Wishram,Chinookan,MonthlyMeanNetPrimaryProduction,1.590921443,,,,
WNAI109,Klikitat,xd1435,klik1240,Klikitat,Sahaptian,MonthlyMeanNetPrimaryProduction,1.590921443,,,,
Aj9,Kipsigis,xd414,kips1239,Kipsigis,Nilotic,MonthlyMeanNetPrimaryProduction,1.592026927,,,,
Na31,Eastern Cree,xd1047,sout2978,Southern East Cree,Algic,MonthlyMeanNetPrimaryProduction,1.592057806,,,,
B85,Mirrngadja,xd940,djin1252,Djinba,Pama-Nyungan,MonthlyMeanNetPrimaryProduction,1.593873518,,,,
Nd9,Lillooet,xd1207,lill1248,Lillooet,Salishan,MonthlyMeanNetPrimaryProduction,1.598289279,,,,
Nc8,Klamath,xd1139,klam1254,Klamath-Modoc,,MonthlyMeanNetPrimaryProduction,1.598666008,,,,
SCCS138,Klamath,xd1139,klam1254,Klamath-Modoc,,MonthlyMeanNetPrimaryProduction,1.598666008,,,,
Aj1,Teso,xd384,teso1249,Teso,Nilotic,MonthlyMeanNetPrimaryProduction,1.598838933,,,,
Aj30,Karamojong,xd407,nucl1430,Nuclear Karamojong,Nilotic,MonthlyMeanNetPrimaryProduction,1.598838933,,,,
B69,Hadza,xd9,hadz1240,Hadza,,MonthlyMeanNetPrimaryProduction,1.599371402,,,,
SCCS9,Hadza,xd9,hadz1240,Hadza,,MonthlyMeanNetPrimaryProduction,1.599371402,,,,
Ac33,Lala,xd59,lala1264,Lala-Bisa,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.603378211,,,,
If7,Gilbert Onotoa,xd838,nuii1237,Nui,Austronesian,MonthlyMeanNetPrimaryProduction,1.604526927,,,,
WNAI19,Stó:lō,xd1087,chil1281,Chiliwack,Salishan,MonthlyMeanNetPrimaryProduction,1.6055583,,,,
Ni9,Tepehuán,xd1294,nort2959,Northern Tepehuan,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,1.612876729,,,,
WNAI44,Shasta (East),xd1093,shas1239,Shasta,Shastan,MonthlyMeanNetPrimaryProduction,1.6138009,,,,
WNAI49,Wintu (Sacramento River),xd1112,nucl1651,Nuclear Wintu,Wintuan,MonthlyMeanNetPrimaryProduction,1.6138009,,,,
ch21,Latvians,xd559,latv1249,Latvian,Indo-European,MonthlyMeanNetPrimaryProduction,1.61430336,,,,
Nj3,Sierra Popoluca,xd1302,high1276,Highland Popoluca,Mixe-Zoque,MonthlyMeanNetPrimaryProduction,1.61576087,,,,
Nd11,Shuswap,xd1143,shus1248,Shuswap,Salishan,MonthlyMeanNetPrimaryProduction,1.615847332,,,,
Nd14,Coeur d’Alene,xd1146,coeu1236,Coeur d'Alene,Salishan,MonthlyMeanNetPrimaryProduction,1.618206522,,,,
WNAI103,Coeur d’Alene,xd1146,coeu1236,Coeur d'Alene,Salishan,MonthlyMeanNetPrimaryProduction,1.618206522,,,,
Cf5,French Canadians,xd540,stan1290,French,Indo-European,MonthlyMeanNetPrimaryProduction,1.619299654,,,,
Nc12,Maidu,xd1110,nort2952,Northeast Maidu,Maiduan,MonthlyMeanNetPrimaryProduction,1.620303773,,,,
WNAI104,Kalispel,xd1145,kali1309,Kalispel,Salishan,MonthlyMeanNetPrimaryProduction,1.62055336,,,,
Ej15,Ancient Khmer,xd722,oldk1249,Old Khmer,Austroasiatic,MonthlyMeanNetPrimaryProduction,1.623367614,,,,
Ch6,Byelorussians,xd570,bela1254,Belarusian,Indo-European,MonthlyMeanNetPrimaryProduction,1.627081275,,,,
Ac37,Kunda,xd63,kund1255,Chikunda,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.63201581,,,,
Ac17,Suku,xd41,suku1259,Suku,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.632712584,,,,
SCCS6,Suku,xd41,suku1259,Suku,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.632712584,,,,
SCCS3,Tsonga,xd27,tson1249,Tsonga,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.633331275,,,,
B175,Central Sierra Miwok,xd1136,cent2140,Central Sierra Miwok,Miwok-Costanoan,MonthlyMeanNetPrimaryProduction,1.636688993,,,,
Nc5,Central Sierra Miwok,xd1136,cent2140,Central Sierra Miwok,Miwok-Costanoan,MonthlyMeanNetPrimaryProduction,1.636688993,,,,
WNAI69,Central Sierra Miwok,xd1136,cent2140,Central Sierra Miwok,Miwok-Costanoan,MonthlyMeanNetPrimaryProduction,1.636688993,,,,
Af26,Kukuruku,xd204,yekh1238,Yekhee,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.637549407,,,,
Ia12,Sugbuanon,xd735,cebu1242,Cebuano,Austronesian,MonthlyMeanNetPrimaryProduction,1.642635797,,,,
SCCS181,Cayua,xd1408,mbya1239,Mbyá Guaraní,Tupian,MonthlyMeanNetPrimaryProduction,1.643832345,,,,
WNAI73,Northern Foothills Yokuts,xd1129,nort2937,Northern Hill/Valley Yokuts,Yokutsan,MonthlyMeanNetPrimaryProduction,1.644368765,,,,
Ch1,Serbs,xd546,serb1264,Serbian,Indo-European,MonthlyMeanNetPrimaryProduction,1.648709239,,,,
WNAI53,Atsugewi,xd1135,atsu1245,Atsugewi,Palaihnihan,MonthlyMeanNetPrimaryProduction,1.658991814,,,,
B163,Nisenan,xd1111,nise1244,Nisenan,Maiduan,MonthlyMeanNetPrimaryProduction,1.659925058,,,,
WNAI57,Nisenan (Foothill),xd1111,nise1244,Nisenan,Maiduan,MonthlyMeanNetPrimaryProduction,1.659925058,,,,
Ah23,Jibu,xd313,jibu1239,Jibu,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.660229331,,,,
Ah28,Chamba,xd318,samb1305,Samba Leko,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.660229331,,,,
Ah29,Daka,xd319,samb1311,Samba Daka,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.660229331,,,,
Ac15,Mbala,xd39,mbal1257,Mbala,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.662311053,,,,
Ac25,Songo,xd50,song1299,Nsong,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.662311053,,,,
ch18,Ingrians,xd555,ingr1248,Ingrian,Uralic,MonthlyMeanNetPrimaryProduction,1.664661561,,,,
ch28,Votes,xd566,voti1245,Votic,Uralic,MonthlyMeanNetPrimaryProduction,1.664661561,,,,
Nb23,Heiltsuk,xd1083,bell1263,Bella Bella,Wakashan,MonthlyMeanNetPrimaryProduction,1.667354249,,,,
WNAI9,Heiltsuk,xd1083,bell1263,Bella Bella,Wakashan,MonthlyMeanNetPrimaryProduction,1.667354249,,,,
Ng9,Catawba,xd1258,cata1286,Catawba,Siouan,MonthlyMeanNetPrimaryProduction,1.671196045,,,,
Ij4,Manihikians,xd893,raka1237,Rakahanga-Manihiki,Austronesian,MonthlyMeanNetPrimaryProduction,1.671380929,,,,
WNAI106,Kutenai,xd1205,kute1249,Kutenai,,MonthlyMeanNetPrimaryProduction,1.671461215,,,,
Ad20,Nyamwezi,xd88,nyam1276,Nyamwezi,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.672529644,,,,
B326,Kalispel,xd1145,kali1309,Kalispel,Salishan,MonthlyMeanNetPrimaryProduction,1.674512105,,,,
B332,Northern Saulteaux,xd1049,alba1270,Albany River Ojibwa,Algic,MonthlyMeanNetPrimaryProduction,1.675932559,,,,
Sf6,Muisca,xd1379,chib1270,Chibcha,Chibchan,MonthlyMeanNetPrimaryProduction,1.677272727,,,,
Cg3,Irish,xd543,iris1253,Irish,Indo-European,MonthlyMeanNetPrimaryProduction,1.678137352,,,,
Ce8,Spanish Basques,xd535,west1508,Western Low Navarrese,Basque,MonthlyMeanNetPrimaryProduction,1.678600543,,,,
Nb33,Chimariko,xd1094,chim1301,Chimariko,,MonthlyMeanNetPrimaryProduction,1.678675785,,,,
Nb35,Hupa,xd1096,hupa1239,Hupa,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,1.678675785,,,,
Ac24,Sakata,xd49,saka1287,Sakata,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.679703271,,,,
Aa6,Sandawe,xd6,sand1273,Sandawe,,MonthlyMeanNetPrimaryProduction,1.683757411,,,,
Ad25,Rangi,xd93,lang1320,Langi,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.683757411,,,,
B320,Coeur d’Alene,xd1146,coeu1236,Coeur d'Alene,Salishan,MonthlyMeanNetPrimaryProduction,1.691718132,,,,
B158,Eastern Pomo,xd1116,east2545,Eastern Pomo,Pomoan,MonthlyMeanNetPrimaryProduction,1.69943097,,,,
B159,Clear Lake Pomo,xd1116,east2545,Eastern Pomo,Pomoan,MonthlyMeanNetPrimaryProduction,1.69943097,,,,
